name,county,address,city,state,zip,lat,lng,hrs,hour_flag
Cheyenne County Court House,Cheyenne,51 S 1st St,Cheyenne Wells,CO,80810.0,38.820786,-102.34892,Not Open; Not Open; Open 24 hours every day starting Tuesday,True
Kit Carson City Hall,Cheyenne,301 Main St,Kit Carson,CO,80825.0,38.764206,-102.792,Not Open; Not Open; Open 24 hours every day starting Tuesday,True
Clear Creek County Clerk's Office,Clear Creek,405 Argentine St,Georgetown,CO,80444.0,39.705137,-105.69908,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Clear Creek County Clerk's Office,Clear Creek,405 Argentine St,Georgetown,CO,80444.0,39.705137,-105.69908,Open Monday-Friday 8:30am-4:30pm; Open Monday-Friday 8:30am-4:30pm; Open Monday-Friday 8:30am-4:30pm and Saturday 9am-1pm,True
Evergreen Library,Clear Creek,5000 County Hwy 73,Evergreen,CO,80439.0,39.625171,-105.32355,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Idaho Springs City Hall,Clear Creek,1711 Miner St,Idaho Springs,CO,80452.0,39.741849,-105.5144,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
King-Murphy Elementary School,Clear Creek,425 Circle K Ranch Rd,Evergreen,CO,80439.0,39.647367,-105.41615,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Conejos County Clerk and Recorder's Office,Conejos,6683 County Rd 13,Conejos,CO,81129.0,37.089211,-106.01991,Not Open; Not Open; Open 24 hours every day,True
Conejos County Clerk and Recorder's Office,Conejos,6683 County Rd 13,Conejos,CO,81129.0,37.089211,-106.01991,Not Open; Not Open; Open 24 hours every day starting Monday,True
La Jara Town Hall,Conejos,221 Broadway,La Jara,CO,81140.0,37.274138,-105.95994,Not Open; Not Open; Open Monday-Friday 8am-5pm,True
Blanca Town Hall,Costilla,601 Main St,Blanca,CO,81123.0,37.435392,-105.51199,Not Open; Not Open; Open 24 hours every day starting Monday,True
Crowley Clerk's Office,Crowley,631 Main St,Ordway,CO,81063.0,38.222017,-103.75653,Not Open; Open 24 hours every day starting Monday; Open 24 hours every day,True
Custer County Courthouse,Custer,205 S 6th St,Westcliffe,CO,81252.0,38.134323,-105.46363,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Wetmore Community Library,Custer,95 County Road 393,Wetmore,CO,81253.0,38.236959,-105.08609,Not Open; Not Open; Open Saturday 8am-12pm,True
Cedaredge Library,Delta,180 SW 6th Ave,Cedaredge,CO,81413.0,38.895512,-107.92728,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Delta County Courthouse,Delta,501 Palmer St,Delta,CO,81416.0,38.739908,-108.07251,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
North Fork Annex,Delta,196 W Hotchkiss Ave,Hotchkiss,CO,81419.0,38.798303,-107.72215,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Paonia Town Hall,Delta,214 Grand Ave,Paonia,CO,81428.0,38.86757,-107.59821,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Athmar Recreation Center,Denver,2680 W Mexico Ave,Denver,CO,80219.0,39.685614,-105.019793,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Barnum Recreation Center,Denver,360 Hooker St,Denver,CO,80219.0,39.722334,-105.02865,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Bear Valley Branch Library,Denver,5171 W Dartmouth Ave,Denver,CO,80236.0,39.656551,-105.05147,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Blair-Caldwell Library,Denver,2401 Welton St,Denver,CO,80205.0,39.752499,-104.98148,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Blair-Caldwell Library,Denver,2401 Welton St,Denver,CO,80205.0,39.752499,-104.981475,Not Open; Not Open; Open Monday-Friday 10am-6pm and Saturday 10am-2pm,True
Calvary Baptist Church of Denver,Denver,6500 E Girard Ave,Denver,CO,80224.0,39.65369,-104.911985,Not Open; Not Open; Open Monday-Friday 10am-6pm and Saturday 10am-2pm,True
Carla Madison Recreation Center,Denver,2401 E Colfax Ave,Denver,CO,80206.0,39.740421,-104.95852,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Central Park Recreation Center,Denver,9651 E Martin Luther King Jr Blvd,Denver,CO,80238.0,39.760949,-104.87505,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Christ United Methodist Church,Denver,690 N Colorado Blvd,Denver,CO,80206.0,39.726925,-104.940291,Not Open; Not Open; Open Monday-Friday 10am-6pm and Saturday 10am-2pm,True
Cook Park Recreation Center,Denver,7100 E Cherry Creek South Dr,Denver,CO,80224.0,39.686996,-104.90862,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Denver Botanic Gardens,Denver,1007 N York St,Denver,CO,80206.0,39.732007,-104.96272,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Denver Elections Division,Denver,200 W 14th Ave,Denver,CO,80203.0,39.738094,-104.99067,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Denver Elections Division (Main Office),Denver,200 W 14th Ave,Denver,CO,80203.0,39.738094,-104.990674,Not Open; Not Open; Open Monday-Friday 10am-6pm and Saturday 10am-2pm,True
Denver Human Services,Denver,1200 N Federal Blvd,Denver,CO,80204.0,39.735184,-105.02413,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Denver Museum of Nature and Science,Denver,2001 N Colorado Blvd,Denver,CO,80205.0,39.7492,-104.94547,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Denver Police Department District 1,Denver,1311 W 46th Ave,Denver,CO,80211.0,39.780612,-105.00284,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Denver Police Department District 3,Denver,1625 S University Blvd,Denver,CO,80210.0,39.686928,-104.96008,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Denver Police Department District 3,Denver,1625 S University Blvd,Denver,CO,80210.0,39.686928,-104.960084,Not Open; Not Open; Open Monday-Friday 10am-6pm and Saturday 10am-2pm,True
Eisenhower Recreation Center,Denver,4300 E Dartmouth Ave,Denver,CO,80222.0,39.659597,-104.93768,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
